Product ID,Category,Sub-Category,Supplier Name,Supplier Region,Lead Time (Days),Cost per Unit,Quality Score,Delivery Accuracy (%),Reliability Rating,Reorder Level,Max Order Qty,Min Order Qty,Avg Monthly Orders,Annual Supply Value,Contact Email
FUR-CH-10000195,Furniture,Chairs,Alpha Furnishings,North,9,340.01,3.2,90.64,4,41,571,23,89,363130.68,alpha@supplier.com
OFF-BI-10000196,Office Supplies,Binders,Alpha Furnishings,East,8,311.31,4.7,97.78,4,36,168,7,314,1173016.08,alpha@supplier.com
FUR-TA-10000197,Furniture,Tables,Omega Imports,East,5,372.87,2.6,84.69,4,17,243,33,158,706961.52,omega@supplier.com
FUR-BO-10000198,Furniture,Bookcases,Omega Imports,North,7,126.08,4.5,99.71,9,38,523,20,150,226944.0,omega@supplier.com
FUR-BO-10000199,Furniture,Bookcases,Omega Imports,West,8,282.37,1.2,86.89,7,77,426,45,223,755622.12,omega@supplier.com
OFF-BI-10000200,Office Supplies,Binders,Gamma Electronics,South,4,379.66,2.9,96.99,5,100,247,30,478,2177729.76,gamma@supplier.com
FUR-BO-10000201,Furniture,Bookcases,Delta Stationery,South,10,269.7,2.6,85.1,6,92,180,29,443,1433725.2,delta@supplier.com
OFF-PA-10000202,Office Supplies,Paper,Omega Imports,West,2,141.55,3.7,92.06,2,34,923,49,310,526566.0,omega@supplier.com
TEC-MA-10000203,Technology,Machines,Omega Imports,West,9,112.36,4.6,86.06,1,37,294,48,70,94382.4,omega@supplier.com
TEC-AC-10000204,Technology,Accessories,Beta Office Supplies,Central,5,204.35,2.0,86.43,5,58,577,35,342,838652.4,beta@supplier.com
OFF-AR-10000205,Office Supplies,Art,Gamma Electronics,North,10,442.58,2.9,96.06,8,50,308,24,170,902863.2,gamma@supplier.com
OFF-PA-10000206,Office Supplies,Paper,Omega Imports,West,4,17.95,3.2,91.68,7,47,256,13,178,38341.2,omega@supplier.com
FUR-TA-10000207,Furniture,Tables,Omega Imports,West,9,279.81,4.8,86.75,8,92,857,32,245,822641.4,omega@supplier.com
FUR-BO-10000208,Furniture,Bookcases,Gamma Electronics,West,4,362.95,3.0,98.34,9,92,160,34,27,117595.8,gamma@supplier.com
FUR-BO-10000209,Furniture,Bookcases,Alpha Furnishings,East,8,77.37,3.5,81.36,3,11,323,33,243,225610.92,alpha@supplier.com
OFF-PA-10000210,Office Supplies,Paper,Omega Imports,Central,9,333.05,1.1,90.64,7,11,117,34,379,1514711.4,omega@supplier.com
OFF-AR-10000211,Office Supplies,Art,Alpha Furnishings,Central,8,405.02,4.6,82.14,2,77,252,16,108,524905.92,alpha@supplier.com
TEC-MA-10000212,Technology,Machines,Gamma Electronics,North,6,399.52,1.3,99.19,8,82,349,45,125,599280.0,gamma@supplier.com
OFF-PA-10000213,Office Supplies,Paper,Alpha Furnishings,East,8,195.84,3.2,81.12,1,99,275,6,265,622771.2,alpha@supplier.com
OFF-AR-10000214,Office Supplies,Art,Omega Imports,East,10,460.38,1.9,98.03,10,70,377,3,483,2668362.48,omega@supplier.com
FUR-BO-10000215,Furniture,Bookcases,Gamma Electronics,Central,2,97.88,4.4,80.31,4,85,247,49,430,505060.8,gamma@supplier.com
TEC-AC-10000216,Technology,Accessories,Alpha Furnishings,North,4,286.34,3.3,96.99,9,52,493,49,388,1333199.04,alpha@supplier.com
FUR-BO-10000217,Furniture,Bookcases,Alpha Furnishings,Central,7,36.31,2.7,96.77,6,87,887,40,498,216988.56,alpha@supplier.com
TEC-AC-10000218,Technology,Accessories,Gamma Electronics,East,6,393.94,2.8,84.56,9,58,542,12,358,1692366.24,gamma@supplier.com
TEC-MA-10000219,Technology,Machines,Delta Stationery,East,6,401.05,3.9,81.64,3,58,828,41,88,423508.8,delta@supplier.com
TEC-AC-10000220,Technology,Accessories,Gamma Electronics,North,3,54.85,4.8,88.89,5,23,235,6,105,69111.0,gamma@supplier.com
OFF-LA-10000221,Office Supplies,Labels,Omega Imports,Central,10,209.94,1.1,87.08,2,86,712,21,452,1138714.56,omega@supplier.com
OFF-PA-10000222,Office Supplies,Paper,Gamma Electronics,South,8,391.79,3.9,91.19,4,83,633,11,360,1692532.8,gamma@supplier.com
OFF-BI-10000223,Office Supplies,Binders,Beta Office Supplies,North,6,141.52,1.6,83.34,5,63,406,31,410,696278.4,beta@supplier.com
FUR-TA-10000224,Furniture,Tables,Gamma Electronics,West,9,300.97,1.8,82.14,5,10,505,22,440,1589121.6,gamma@supplier.com
TEC-AC-10000225,Technology,Accessories,Gamma Electronics,South,7,221.0,4.3,93.02,10,27,407,21,318,843336.0,gamma@supplier.com
TEC-PH-10000226,Technology,Phones,Delta Stationery,North,4,482.64,4.9,85.83,8,83,900,16,176,1019335.68,delta@supplier.com
OFF-AR-10000227,Office Supplies,Art,Delta Stationery,North,3,466.71,1.8,99.95,3,97,886,36,23,128811.96,delta@supplier.com
TEC-AC-10000228,Technology,Accessories,Beta Office Supplies,South,6,417.33,1.3,96.96,7,96,611,9,334,1672658.64,beta@supplier.com
OFF-BI-10000229,Office Supplies,Binders,Gamma Electronics,West,8,396.65,1.3,99.81,8,84,510,35,269,1280386.2,gamma@supplier.com
TEC-AC-10000230,Technology,Accessories,Omega Imports,East,7,353.8,4.2,91.88,2,23,887,16,346,1468977.6,omega@supplier.com
TEC-AC-10000231,Technology,Accessories,Beta Office Supplies,Central,2,285.98,3.6,92.93,6,65,208,1,60,205905.6,beta@supplier.com
OFF-BI-10000232,Office Supplies,Binders,Omega Imports,Central,10,294.45,3.3,88.92,7,69,890,44,311,1098887.4,omega@supplier.com
TEC-MA-10000233,Technology,Machines,Beta Office Supplies,North,2,246.56,2.2,98.41,2,24,951,47,82,242615.04,beta@supplier.com
OFF-AR-10000234,Office Supplies,Art,Gamma Electronics,South,5,265.35,2.4,81.95,8,50,168,20,32,101894.4,gamma@supplier.com
TEC-PH-10000235,Technology,Phones,Alpha Furnishings,North,3,341.8,1.7,99.68,4,76,278,36,91,373245.6,alpha@supplier.com
OFF-LA-10000236,Office Supplies,Labels,Delta Stationery,West,8,318.58,1.7,93.15,7,13,855,40,462,1766207.52,delta@supplier.com
FUR-TA-10000237,Furniture,Tables,Omega Imports,South,8,12.18,1.9,85.57,2,83,204,35,105,15346.8,omega@supplier.com
OFF-AR-10000238,Office Supplies,Art,Beta Office Supplies,South,3,138.55,4.5,90.55,6,86,497,40,210,349146.0,beta@supplier.com
TEC-PH-10000239,Technology,Phones,Gamma Electronics,North,9,312.51,4.3,94.12,5,88,704,6,354,1327542.48,gamma@supplier.com
FUR-TA-10000240,Furniture,Tables,Alpha Furnishings,West,6,67.3,2.5,82.83,7,63,710,9,304,245510.4,alpha@supplier.com
OFF-LA-10000241,Office Supplies,Labels,Beta Office Supplies,South,10,349.78,3.6,100.0,9,31,601,19,81,339986.16,beta@supplier.com
FUR-TA-10000242,Furniture,Tables,Delta Stationery,Central,2,434.11,4.8,89.69,4,59,675,33,344,1792006.08,delta@supplier.com
OFF-LA-10000243,Office Supplies,Labels,Delta Stationery,South,9,249.46,1.3,80.62,4,47,133,18,125,374190.0,delta@supplier.com
TEC-AC-10000244,Technology,Accessories,Beta Office Supplies,South,9,279.37,1.5,82.28,9,56,655,49,31,103925.64,beta@supplier.com
TEC-AC-10000245,Technology,Accessories,Omega Imports,West,8,60.18,4.3,95.03,5,14,560,17,188,135766.08,omega@supplier.com
FUR-TA-10000246,Furniture,Tables,Alpha Furnishings,West,5,407.24,3.4,87.01,10,90,538,11,325,1588236.0,alpha@supplier.com
FUR-CH-10000247,Furniture,Chairs,Beta Office Supplies,East,7,270.82,3.4,83.37,5,47,686,18,497,1615170.48,beta@supplier.com
TEC-MA-10000248,Technology,Machines,Alpha Furnishings,West,8,460.2,5.0,97.34,3,99,986,9,137,756568.8,alpha@supplier.com
FUR-BO-10000249,Furniture,Bookcases,Gamma Electronics,West,8,249.83,3.3,85.37,7,58,562,5,334,1001318.64,gamma@supplier.com
FUR-TA-10000250,Furniture,Tables,Omega Imports,North,7,232.8,3.0,91.64,2,68,750,43,367,1025251.2,omega@supplier.com
OFF-PA-10000251,Office Supplies,Paper,Omega Imports,South,5,484.38,4.3,89.89,6,46,445,36,305,1772830.8,omega@supplier.com
FUR-BO-10000252,Furniture,Bookcases,Delta Stationery,North,2,32.51,3.5,96.73,1,25,978,11,235,91678.2,delta@supplier.com
OFF-PA-10000253,Office Supplies,Paper,Delta Stationery,West,4,442.25,2.2,97.49,5,21,770,24,138,732366.0,delta@supplier.com
FUR-TA-10000254,Furniture,Tables,Beta Office Supplies,East,8,316.55,3.9,95.1,7,93,193,46,58,220318.8,beta@supplier.com
FUR-CH-10000255,Furniture,Chairs,Delta Stationery,East,4,300.9,3.1,88.9,1,99,451,8,450,1624860.0,delta@supplier.com
OFF-BI-10000256,Office Supplies,Binders,Delta Stationery,East,5,197.7,3.9,82.05,6,57,406,9,205,486342.0,delta@supplier.com
FUR-BO-10000257,Furniture,Bookcases,Beta Office Supplies,East,10,286.01,3.4,83.28,6,37,743,48,87,298594.44,beta@supplier.com
OFF-LA-10000258,Office Supplies,Labels,Beta Office Supplies,East,3,78.61,1.5,94.6,6,64,422,9,136,128291.52,beta@supplier.com
OFF-PA-10000259,Office Supplies,Paper,Beta Office Supplies,Central,6,391.7,3.8,96.96,5,36,630,39,270,1269108.0,beta@supplier.com
FUR-BO-10000260,Furniture,Bookcases,Delta Stationery,North,2,394.06,4.2,84.79,7,24,346,32,336,1588849.92,delta@supplier.com
TEC-PH-10000261,Technology,Phones,Omega Imports,East,7,467.62,1.5,97.22,10,63,474,35,359,2014506.96,omega@supplier.com
FUR-TA-10000262,Furniture,Tables,Alpha Furnishings,East,3,16.76,1.9,98.45,7,74,393,41,374,75218.88,alpha@supplier.com
TEC-AC-10000263,Technology,Accessories,Delta Stationery,South,3,323.86,3.2,83.05,2,49,180,33,481,1869319.92,delta@supplier.com
FUR-CH-10000264,Furniture,Chairs,Omega Imports,North,8,297.35,4.1,93.0,2,49,815,28,383,1366620.6,omega@supplier.com
FUR-CH-10000265,Furniture,Chairs,Beta Office Supplies,East,8,66.83,3.4,81.1,3,25,112,46,80,64156.8,beta@supplier.com
TEC-PH-10000266,Technology,Phones,Beta Office Supplies,South,7,266.27,4.1,94.42,3,57,229,48,409,1306853.16,beta@supplier.com
OFF-PA-10000267,Office Supplies,Paper,Alpha Furnishings,North,8,143.27,1.3,94.25,10,90,178,32,243,417775.32,alpha@supplier.com
TEC-AC-10000268,Technology,Accessories,Alpha Furnishings,South,4,190.17,2.0,82.06,10,96,840,8,126,287537.04,alpha@supplier.com
TEC-MA-10000269,Technology,Machines,Alpha Furnishings,East,2,129.83,2.9,87.66,3,32,978,3,293,456482.28,alpha@supplier.com
TEC-MA-10000270,Technology,Machines,Delta Stationery,West,7,131.65,4.7,86.4,2,83,481,8,267,421806.6,delta@supplier.com
TEC-PH-10000271,Technology,Phones,Beta Office Supplies,West,10,490.89,4.8,81.38,8,46,892,20,177,1042650.36,beta@supplier.com
FUR-BO-10000272,Furniture,Bookcases,Delta Stationery,East,7,108.33,3.3,86.08,10,41,575,24,312,405587.52,delta@supplier.com
OFF-BI-10000273,Office Supplies,Binders,Omega Imports,West,4,13.13,2.6,84.66,6,91,959,45,459,72320.04,omega@supplier.com
FUR-TA-10000274,Furniture,Tables,Alpha Furnishings,South,6,60.94,3.1,84.76,8,17,245,46,153,111885.84,alpha@supplier.com
FUR-CH-10000275,Furniture,Chairs,Beta Office Supplies,Central,8,353.41,2.5,99.49,2,84,197,33,78,330791.76,beta@supplier.com
TEC-AC-10000276,Technology,Accessories,Alpha Furnishings,Central,2,223.14,4.9,84.74,5,50,920,26,368,985386.24,alpha@supplier.com
TEC-AC-10000277,Technology,Accessories,Gamma Electronics,South,6,124.47,4.8,82.72,10,23,259,7,94,140402.16,gamma@supplier.com
OFF-LA-10000278,Office Supplies,Labels,Gamma Electronics,South,3,272.6,4.9,84.15,5,69,371,8,56,183187.2,gamma@supplier.com
FUR-BO-10000279,Furniture,Bookcases,Gamma Electronics,Central,2,115.36,4.4,82.97,4,55,505,33,35,48451.2,gamma@supplier.com
TEC-AC-10000280,Technology,Accessories,Gamma Electronics,West,2,476.53,4.4,91.12,9,41,196,30,62,354538.32,gamma@supplier.com
FUR-CH-10000281,Furniture,Chairs,Alpha Furnishings,East,5,74.05,4.3,87.44,2,84,700,17,479,425639.4,alpha@supplier.com
FUR-CH-10000282,Furniture,Chairs,Alpha Furnishings,West,9,406.56,1.4,96.95,6,25,143,30,35,170755.2,alpha@supplier.com
FUR-BO-10000283,Furniture,Bookcases,Delta Stationery,South,9,24.45,3.7,83.46,4,33,381,18,238,69829.2,delta@supplier.com
FUR-CH-10000284,Furniture,Chairs,Omega Imports,Central,5,327.17,3.0,97.66,8,17,189,18,206,808764.24,omega@supplier.com
FUR-TA-10000285,Furniture,Tables,Beta Office Supplies,Central,5,319.07,4.2,95.9,7,55,591,35,410,1569824.4,beta@supplier.com
OFF-AR-10000286,Office Supplies,Art,Omega Imports,Central,7,200.31,1.7,86.38,4,13,930,50,153,367769.16,omega@supplier.com
FUR-TA-10000287,Furniture,Tables,Omega Imports,North,5,487.25,1.4,93.14,5,78,935,48,38,222186.0,omega@supplier.com
FUR-BO-10000288,Furniture,Bookcases,Delta Stationery,North,4,96.29,3.4,96.12,6,85,128,46,368,425216.64,delta@supplier.com
OFF-BI-10000289,Office Supplies,Binders,Omega Imports,West,9,275.64,1.7,80.76,1,39,716,15,20,66153.6,omega@supplier.com
TEC-AC-10000290,Technology,Accessories,Alpha Furnishings,North,5,405.16,2.4,83.55,6,17,122,10,310,1507195.2,alpha@supplier.com
TEC-PH-10000291,Technology,Phones,Alpha Furnishings,Central,7,480.67,2.5,98.84,7,85,203,22,164,945958.56,alpha@supplier.com
OFF-BI-10000292,Office Supplies,Binders,Beta Office Supplies,South,9,328.1,1.7,99.37,10,55,328,43,311,1224469.2,beta@supplier.com
FUR-TA-10000293,Furniture,Tables,Gamma Electronics,North,4,97.08,1.0,94.04,10,60,971,50,300,349488.0,gamma@supplier.com
FUR-CH-10000294,Furniture,Chairs,Omega Imports,North,5,323.43,1.4,89.92,6,19,343,23,173,671440.68,omega@supplier.com
FUR-BO-10000295,Furniture,Bookcases,Alpha Furnishings,North,9,15.58,1.8,93.86,6,42,905,7,378,70670.88,alpha@supplier.com
FUR-CH-10000296,Furniture,Chairs,Delta Stationery,South,8,484.86,4.5,89.86,7,54,659,25,61,354917.52,delta@supplier.com
OFF-BI-10000297,Office Supplies,Binders,Beta Office Supplies,South,3,401.61,1.1,80.4,5,23,175,22,97,467474.04,beta@supplier.com
OFF-BI-10000298,Office Supplies,Binders,Alpha Furnishings,Central,3,175.6,4.9,97.86,1,65,769,11,320,674304.0,alpha@supplier.com
OFF-BI-10000299,Office Supplies,Binders,Alpha Furnishings,East,7,110.72,1.8,93.94,9,43,776,19,162,215239.68,alpha@supplier.com
FUR-CH-10000300,Furniture,Chairs,Alpha Furnishings,South,10,421.53,1.6,87.22,7,21,401,43,330,1669258.8,alpha@supplier.com
TEC-AC-10000301,Technology,Accessories,Beta Office Supplies,East,2,111.41,3.6,99.54,8,24,415,26,251,335566.92,beta@supplier.com
OFF-AR-10000302,Office Supplies,Art,Alpha Furnishings,Central,8,100.59,4.5,87.39,8,15,369,29,248,299355.84,alpha@supplier.com
OFF-BI-10000303,Office Supplies,Binders,Gamma Electronics,Central,2,84.05,3.8,81.93,6,79,523,49,311,313674.6,gamma@supplier.com
FUR-BO-10000304,Furniture,Bookcases,Alpha Furnishings,South,10,215.13,3.1,97.34,8,83,341,31,163,420794.28,alpha@supplier.com
FUR-TA-10000305,Furniture,Tables,Alpha Furnishings,Central,10,402.22,3.7,92.41,2,67,277,11,118,569543.52,alpha@supplier.com
FUR-CH-10000306,Furniture,Chairs,Alpha Furnishings,South,3,494.26,2.7,99.95,3,86,364,21,476,2823213.12,alpha@supplier.com
TEC-PH-10000307,Technology,Phones,Alpha Furnishings,South,10,204.7,2.3,85.52,8,11,905,45,329,808155.6,alpha@supplier.com
TEC-MA-10000308,Technology,Machines,Delta Stationery,East,8,83.32,3.3,91.65,2,23,676,50,61,60990.24,delta@supplier.com
OFF-AR-10000309,Office Supplies,Art,Delta Stationery,North,8,330.85,3.3,89.46,3,45,512,10,326,1294285.2,delta@supplier.com
TEC-MA-10000310,Technology,Machines,Delta Stationery,East,8,445.89,2.3,84.75,8,44,481,2,182,973823.76,delta@supplier.com
OFF-AR-10000311,Office Supplies,Art,Gamma Electronics,South,3,486.52,1.9,86.01,8,51,375,47,223,1301927.52,gamma@supplier.com
TEC-MA-10000312,Technology,Machines,Alpha Furnishings,West,9,113.58,4.3,94.82,9,57,940,4,273,372088.08,alpha@supplier.com
FUR-CH-10000313,Furniture,Chairs,Gamma Electronics,Central,8,76.47,4.4,97.59,1,32,297,13,438,401926.32,gamma@supplier.com
FUR-CH-10000314,Furniture,Chairs,Alpha Furnishings,South,2,459.84,3.8,85.48,8,74,506,41,482,2659714.56,alpha@supplier.com
FUR-BO-10000315,Furniture,Bookcases,Alpha Furnishings,West,7,249.51,2.8,99.21,8,85,664,23,186,556906.32,alpha@supplier.com
FUR-TA-10000316,Furniture,Tables,Alpha Furnishings,North,2,199.42,1.7,91.45,4,38,762,15,356,851922.24,alpha@supplier.com
FUR-TA-10000317,Furniture,Tables,Delta Stationery,Central,2,433.67,4.9,93.64,8,26,762,12,317,1649680.68,delta@supplier.com
FUR-CH-10000318,Furniture,Chairs,Gamma Electronics,Central,6,359.24,3.8,85.51,7,54,570,17,121,521616.48,gamma@supplier.com
OFF-AR-10000319,Office Supplies,Art,Omega Imports,Central,8,296.4,1.0,99.99,6,81,762,39,321,1141732.8,omega@supplier.com
OFF-AR-10000320,Office Supplies,Art,Alpha Furnishings,South,3,174.78,2.1,86.5,5,43,771,46,497,1042387.92,alpha@supplier.com
TEC-AC-10000321,Technology,Accessories,Beta Office Supplies,West,10,385.08,4.6,96.11,10,61,776,21,358,1654303.68,beta@supplier.com
FUR-BO-10000322,Furniture,Bookcases,Alpha Furnishings,South,6,137.12,2.7,87.77,1,84,825,37,427,702602.88,alpha@supplier.com
FUR-TA-10000323,Furniture,Tables,Beta Office Supplies,Central,9,454.2,3.7,90.15,3,94,997,36,102,555940.8,beta@supplier.com
OFF-PA-10000324,Office Supplies,Paper,Delta Stationery,West,6,365.34,3.2,98.25,6,93,191,15,191,837359.28,delta@supplier.com
FUR-BO-10000325,Furniture,Bookcases,Gamma Electronics,South,7,192.12,3.3,89.28,2,70,154,41,308,710075.52,gamma@supplier.com
TEC-MA-10000326,Technology,Machines,Alpha Furnishings,South,5,255.23,4.5,87.63,5,62,155,10,80,245020.8,alpha@supplier.com
FUR-TA-10000327,Furniture,Tables,Delta Stationery,Central,9,80.18,4.4,83.61,2,72,440,41,100,96216.0,delta@supplier.com
OFF-PA-10000328,Office Supplies,Paper,Alpha Furnishings,South,6,112.6,4.1,91.53,3,72,904,49,409,552640.8,alpha@supplier.com
FUR-CH-10000329,Furniture,Chairs,Omega Imports,South,8,207.66,4.9,87.67,1,78,304,47,201,500875.92,omega@supplier.com
FUR-TA-10000330,Furniture,Tables,Omega Imports,West,2,341.61,3.5,84.98,6,49,232,7,206,844459.92,omega@supplier.com
TEC-MA-10000331,Technology,Machines,Gamma Electronics,West,3,413.68,2.2,85.82,9,86,636,22,232,1151685.12,gamma@supplier.com
TEC-PH-10000332,Technology,Phones,Gamma Electronics,South,7,377.56,1.7,98.14,7,12,333,15,382,1730735.04,gamma@supplier.com
FUR-CH-10000333,Furniture,Chairs,Alpha Furnishings,Central,10,92.8,2.5,93.01,1,58,997,41,140,155904.0,alpha@supplier.com
TEC-MA-10000334,Technology,Machines,Alpha Furnishings,Central,2,334.37,3.6,80.39,2,63,554,25,73,292908.12,alpha@supplier.com
TEC-AC-10000335,Technology,Accessories,Delta Stationery,West,5,350.64,3.5,86.02,2,94,632,18,328,1380119.04,delta@supplier.com
TEC-MA-10000336,Technology,Machines,Beta Office Supplies,South,3,260.68,3.5,85.65,2,73,303,39,112,350353.92,beta@supplier.com
OFF-BI-10000337,Office Supplies,Binders,Gamma Electronics,South,6,88.58,3.2,98.21,8,52,340,1,16,17007.36,gamma@supplier.com
TEC-PH-10000338,Technology,Phones,Alpha Furnishings,Central,9,83.08,1.4,90.23,2,42,759,15,243,242261.28,alpha@supplier.com
OFF-AR-10000339,Office Supplies,Art,Delta Stationery,East,3,408.46,4.5,97.04,6,96,420,28,388,1901789.76,delta@supplier.com
FUR-CH-10000340,Furniture,Chairs,Alpha Furnishings,East,4,335.04,1.7,87.15,8,89,374,47,57,229167.36,alpha@supplier.com
OFF-AR-10000341,Office Supplies,Art,Beta Office Supplies,East,8,206.12,2.8,96.71,8,63,764,11,67,165720.48,beta@supplier.com
FUR-BO-10000342,Furniture,Bookcases,Alpha Furnishings,West,3,213.85,3.4,96.05,8,33,725,25,408,1047009.6,alpha@supplier.com
OFF-PA-10000343,Office Supplies,Paper,Beta Office Supplies,South,9,65.34,2.6,80.92,5,93,421,1,370,290109.6,beta@supplier.com
TEC-MA-10000344,Technology,Machines,Omega Imports,Central,5,489.17,3.7,86.77,9,98,817,40,58,340462.32,omega@supplier.com
OFF-BI-10000345,Office Supplies,Binders,Delta Stationery,North,8,82.84,4.3,97.84,10,16,111,42,488,485111.04,delta@supplier.com
FUR-BO-10000346,Furniture,Bookcases,Delta Stationery,South,4,46.68,3.0,84.82,5,16,619,15,291,163006.56,delta@supplier.com
TEC-AC-10000347,Technology,Accessories,Delta Stationery,West,3,234.96,4.2,88.96,8,67,423,8,264,744353.28,delta@supplier.com
TEC-MA-10000348,Technology,Machines,Alpha Furnishings,East,8,212.05,3.2,80.0,2,87,733,41,165,419859.0,alpha@supplier.com
TEC-MA-10000349,Technology,Machines,Beta Office Supplies,South,7,188.04,1.2,84.46,8,52,673,50,327,737868.96,beta@supplier.com
TEC-AC-10000350,Technology,Accessories,Gamma Electronics,South,3,57.74,3.6,80.04,6,91,919,19,290,200935.2,gamma@supplier.com
TEC-AC-10000351,Technology,Accessories,Alpha Furnishings,East,4,251.29,4.3,94.85,7,23,360,40,110,331702.8,alpha@supplier.com
FUR-CH-10000352,Furniture,Chairs,Delta Stationery,West,9,414.03,1.8,86.76,7,15,748,44,311,1545159.96,delta@supplier.com
FUR-TA-10000353,Furniture,Tables,Delta Stationery,Central,10,75.97,3.0,90.61,1,80,543,38,257,234291.48,delta@supplier.com
TEC-PH-10000354,Technology,Phones,Omega Imports,West,4,60.74,3.6,92.12,6,74,493,27,321,233970.48,omega@supplier.com
TEC-PH-10000355,Technology,Phones,Gamma Electronics,South,7,485.54,2.8,82.67,7,87,816,48,272,1584802.56,gamma@supplier.com
OFF-AR-10000356,Office Supplies,Art,Omega Imports,West,5,112.76,3.9,93.73,3,100,765,12,267,361283.04,omega@supplier.com
TEC-MA-10000357,Technology,Machines,Gamma Electronics,East,7,285.52,3.3,98.85,7,96,865,35,156,534493.44,gamma@supplier.com
OFF-PA-10000358,Office Supplies,Paper,Omega Imports,East,2,196.63,1.2,81.13,5,30,393,44,138,325619.28,omega@supplier.com
FUR-CH-10000359,Furniture,Chairs,Gamma Electronics,West,10,25.83,4.3,82.05,9,38,860,42,297,92058.12,gamma@supplier.com
OFF-BI-10000360,Office Supplies,Binders,Omega Imports,North,2,463.98,2.6,99.13,6,80,155,1,390,2171426.4,omega@supplier.com
OFF-BI-10000361,Office Supplies,Binders,Omega Imports,South,5,456.63,3.8,92.95,10,79,856,39,110,602751.6,omega@supplier.com
TEC-PH-10000362,Technology,Phones,Gamma Electronics,South,4,491.89,1.3,99.25,9,25,486,3,229,1351713.72,gamma@supplier.com
OFF-AR-10000363,Office Supplies,Art,Beta Office Supplies,West,6,12.77,2.9,98.75,1,29,430,39,36,5516.64,beta@supplier.com
